-95.25,-33980.71428069582
-94.5,-56564.92921941862
-93.75,-78885.34488330719
-93.,-100007.1657884888
-92.25,-119142.61129009153
-91.5,-135641.8475738899
-90.75,-148825.38083991018
-90.,-158179.71033544847
-89.25,-163397.2938850564
-88.5,-164180.38574995194
-87.75,-160685.54299137043
-87.,-152958.0626628092
-86.25,-141323.95753273487
-85.5,-125903.68007855001
-84.75,-107170.19034039047
-84.,-85690.92024627875
-83.25,-62172.56269764842
-82.5,-37344.56566310127
-81.75,-12151.677959019062
-81.,12424.152625038607
-80.25,35543.30117789644
-79.5,56380.63934879251
-78.75,74093.10986432471
-78.,88123.6762904539
-77.25,97984.66249861558
-76.5,103315.19881596127
-75.75,104072.2867612545
-75.,100175.69145184073
-74.25,91940.02307678394
-73.5,79482.4840522205
-72.75,63458.59794620621
-72.,44411.768309248684
-71.25,23045.055311460776
-70.5,59.763815197922646
-69.75,-23726.635373399993
-69.,-47469.347784351834
-68.25,-70370.30654856641
-67.5,-91662.73770149368
-66.75,-110669.88313837363
-66.,-126644.91329579861
-65.25,-138980.52686602756
-64.5,-147248.38312364492
-63.75,-151103.1316566051
-63.,-150382.5990249256
-62.25,-145081.05666691545
-61.5,-135274.20272254304
-60.75,-121332.57809415607
-60.,-103662.62155470677
-59.25,-82887.13729934454
-58.5,-59689.35482750397
-57.75,-34844.24224499859
-57.,-9139.30307296211
-56.25,16487.267731406977
-55.5,41228.54860893754
-54.75,64174.242025506064
-54.,84493.17185806386
-53.25,101502.90705109661
-52.5,114597.40165078914
-51.75,123260.89842193387
-51.,127207.45089837312
-50.25,126295.07088885638
-49.5,120576.76848169455
-48.75,110316.89437928396
-48.,95940.65814042033
-47.25,77963.79050965764
-46.5,57078.732401201094
-45.75,34009.562565267865
-45.,9570.955509321548
-44.25,-15423.135674241345
-43.5,-40140.73417981568
-42.75,-63792.83292883318
-42.,-85541.54446481419
-41.25,-104641.52081427301
-40.5,-120359.80629250154
-39.75,-132158.17759646894
-39.,-139522.44735983512
-38.25,-142166.08741996004
-37.5,-139890.29540119902
-36.75,-132776.59977985057
-36.,-120963.06661495878
-35.25,-104903.29142490744
-34.5,-85130.55338039245
-33.75,-62337.63500668991
-33.,-37278.816472092636
-32.25,-10758.561252017245
-31.5,16346.120243312398
-30.75,43158.233080887636
-30.,68818.43006347425
-29.25,92443.17233824756
-28.5,113190.39340901628
-27.75,130340.12033797998
-27.,143220.79247572544
-26.25,151311.4226034014
-25.5,154312.39839292833
-24.75,152068.85520163135
-24.,144686.51247963306
-23.25,132498.57961889222
-22.5,116007.08670808538
-21.75,95839.16977281171
-21.,72785.99247750636
-20.25,47645.297260977204
-19.5,21273.29995063328
-18.75,-5442.41047468799
-18.,-31610.56562738001
-17.25,-56408.6050303122
-16.5,-78985.56845062335
-15.75,-98563.59039220557
-15.,-114415.73443057132
-14.25,-125928.4172331476
-13.5,-132608.16711475066
-12.75,-134144.55295814978
-12.,-130415.69061512208
-11.25,-121474.9946143047
-10.5,-107635.15856389362
-9.75,-89406.34341601194
-9.,-67397.85827624575
-8.25,-42386.82663930128
-7.5,-15164.371067692706
-6.75,13405.27589466437
-6.,42391.58551641079
-5.25,70947.69298296368
-4.5,98151.67281128687
-3.75,123089.17122590689
-3.,144944.17904358727
-2.25,162910.3549352272
-1.5,176327.51646868125
-0.75,184620.3232194411
0.,187639.945974979
0.75,184620.3232194411
1.5,176327.51646868125
2.25,162910.3549352272
3.,144944.17904358727
3.75,123089.17122590689
4.5,98151.67281128687
5.25,70947.69298296368
6.,42391.58551641079
6.75,13405.27589466437
7.5,-15164.371067692706
8.25,-42386.82663930128
9.,-67397.85827624575
9.75,-89406.34341601194
10.5,-107635.15856389362
11.25,-121474.9946143047
12.,-130415.69061512208
12.75,-134144.55295814978
13.5,-132608.16711475066
14.25,-125928.4172331476
15.,-114415.73443057132
15.75,-98563.59039220557
16.5,-78985.56845062335
17.25,-56408.6050303122
18.,-31610.56562738001
18.75,-5442.41047468799
19.5,21273.29995063328
20.25,47645.297260977204
21.,72785.99247750636
21.75,95839.16977281171
22.5,116007.08670808538
23.25,132498.57961889222
24.,144686.51247963306
24.75,152068.85520163135
25.5,154312.39839292833
26.25,151311.4226034014
27.,143220.79247572544
27.75,130340.12033797998
28.5,113190.39340901628
29.25,92443.17233824756
30.,68818.43006347425
30.75,43158.233080887636
31.5,16346.120243312398
32.25,-10758.561252017245
33.,-37278.816472092636
33.75,-62337.63500668991
34.5,-85130.55338039245
35.25,-104903.29142490744
36.,-120963.06661495878
36.75,-132776.59977985057
37.5,-139890.29540119902
38.25,-142166.08741996004
39.,-139522.44735983512
39.75,-132158.17759646894
40.5,-120359.80629250154
41.25,-104641.52081427301
42.,-85541.54446481419
42.75,-63792.83292883318
43.5,-40140.73417981568
44.25,-15423.135674241345
45.,9570.955509321548
45.75,34009.562565267865
46.5,57078.732401201094
47.25,77963.79050965764
48.,95940.65814042033
48.75,110316.89437928396
49.5,120576.76848169455
50.25,126295.07088885638
51.,127207.45089837312
51.75,123260.89842193387
52.5,114597.40165078914
53.25,101502.90705109661
54.,84493.17185806386
54.75,64174.242025506064
55.5,41228.54860893754
56.25,16487.267731406977
57.,-9139.30307296211
57.75,-34844.24224499859
58.5,-59689.35482750397
59.25,-82887.13729934454
60.,-103662.62155470677
60.75,-121332.57809415607
61.5,-135274.20272254304
62.25,-145081.05666691545
63.,-150382.5990249256
63.75,-151103.1316566051
64.5,-147248.38312364492
65.25,-138980.52686602756
66.,-126644.91329579861
66.75,-110669.88313837363
67.5,-91662.73770149368
68.25,-70370.30654856641
69.,-47469.347784351834
69.75,-23726.635373399993
70.5,59.763815197922646
71.25,23045.055311460776
72.,44411.768309248684
72.75,63458.59794620621
73.5,79482.4840522205
74.25,91940.02307678394
75.,100175.69145184073
75.75,104072.2867612545
76.5,103315.19881596127
77.25,97984.66249861558
78.,88123.6762904539
78.75,74093.10986432471
79.5,56380.63934879251
80.25,35543.30117789644
81.,12424.152625038607
81.75,-12151.677959019062
82.5,-37344.56566310127
83.25,-62172.56269764842
84.,-85690.92024627875
84.75,-107170.19034039047
85.5,-125903.68007855001
86.25,-141323.95753273487
87.,-152958.0626628092
87.75,-160685.54299137043
88.5,-164180.38574995194
89.25,-163397.2938850564
90.,-158179.71033544847
90.75,-148825.38083991018
91.5,-135641.8475738899
92.25,-119142.61129009153
93.,-100007.1657884888
93.75,-78885.34488330719
94.5,-56564.92921941862
95.25,-33980.71428069582
